,Datetime,Tweet Id,Text
89,########,1.23E+18,"#DelhiViolence: Woman takes DNA test to claim father's charred body.
 
 https://t.co/0K1Fg6HEiy https://t.co/Ris4sSjuf0"
90,########,1.23E+18,"Congress, Left students ""purify"" Amit Shah rally venue in Kolkata.
 
 https://t.co/vDXtXKJW5j https://t.co/olYKOLkeoG"
91,########,1.23E+18,"#TrendingTonight | ""We will make sure that anybody who is found to share false information is made culpable for it""â€¦ https://t.co/LLBkIAe0P7"
92,########,1.23E+18,"#TrendingTonight | ""Every country now needs to prepare for #coronavirus cases. Whether they have it today or not doâ€¦ https://t.co/QgvlhcQEEX"
93,########,1.23E+18,"Jharkhand's Hemant Soren withdraws FIR against predecessor Raghubar Das.
 
 https://t.co/ByDhzlKIfO https://t.co/Yi0a4vmCzQ"
94,########,1.23E+18,"Noida has higher per capita income than Delhiites: Yogi Adityanath
 
 https://t.co/1mEoyWdvSA https://t.co/bd6Fh8eXGm"
95,########,1.23E+18,"Delhi Police issues 16 helpline numbers to report, verify rumours amid tension.
 
 https://t.co/x3Qm5HheHm https://t.co/DFIQsn05pw"
96,########,1.23E+18,"Bihar teacher suspended over unchecked answer sheets. He died 2 years ago.
 
 https://t.co/EanbnR7ZN8 https://t.co/MVaDb1MkXa"
97,########,1.23E+18,"Punjab clears Lokayukta Bill to stop misuse of anti-corruption watchdog.
 
 https://t.co/rhrbOrSFXc https://t.co/1krhTBzAUe"
98,########,1.23E+18,"98% attendance recorded during board exams in violence-hit Delhi: CBSE
 
 https://t.co/QMtiLMK6w8 https://t.co/vrwXrvThI5"
99,########,1.23E+18,"Half of world's beaches could vanish by 2100.
 
 https://t.co/JMINapnVCs https://t.co/Wa3UxwGyIs"
100,########,1.23E+18,"At Yogi Adityanath's event, cop on duty with infant son in her arms.
 
 https://t.co/oPo04awXn4 https://t.co/H3wFjCyZnw"
101,########,1.23E+18,"""International conspiracy"": BJP MLAs to Lieutenant Governor on #DelhiViolence.
 
 https://t.co/DkNBJ8mTc1 https://t.co/Fy5SdN0JZ0"
102,########,1.23E+18,"Prashant Kishor attacks Nitish Kumar for not speaking on #DelhiViolence at Patna event.
 
 https://t.co/Q7Bt45wUvV https://t.co/f6rXzwltSh"
